사번,이름,채용경로,성별,나이,근속기간,출신대학,대학구분,학점,학력,입사년도,직군,팀구분,퇴직구분,매니저여부,잔업시간,성과점수,미사용.휴가일수,연봉,사업장위치,본인.인지능력,본인.인내력,본인.실행력,매니저.비전,매니저.소통,매니저.실행력,직원만족도,매출액.천원,불량건수
4770,주규만,공채,남,28,8,연세대학교,top5,82.33,석사,2016,연구개발,기술팀,No,No,75,46.1,22,72286354,서울(본사),73,84,86,23,5,31,41,NA,NA
2857,박공민,공채,남,39,19.4,UNIVERSITY OF CALIFORNIA--BERKELEY,해외,80.67,석사,2012,마케팅영업,마케팅팀,Yes,No,186,39.2,17,74177987,서울(본사),82,77,65,89,27,20,46.9,92932,NA
1136,하군길,공채,남,47,31.7,중앙대학교,기타,79.33,학사,2011,제조생산,생산팀,No,No,231,44,24,98608265,미국,89,75,99,11,13,22,44.2,NA,13
5442,임경도,공채,남,34,14.8,경희대학교(국제캠퍼스),기타,82.22,학사,2013,제조생산,생산팀,No,No,259,83.1,10,53684063,대전(연구소),97,89,93,13,27,4,51,NA,13
3601,하공명,공채,남,39,19.8,세종대학교,기타,82.22,박사,2015,연구개발,기술팀,No,No,105,45.2,18,96002987,베트남,82,95,92,15,15,39,41.3,NA,NA
2153,하남룡,공채,남,41,19.8,부경대학교,기타,79.33,석사,2011,마케팅영업,인력팀,No,No,91,72.5,6,100035557,미국,100,98,81,79,77,69,65.2,186619,NA
5129,장기표,인턴,남,29,10.7,홍익대학교,기타,84,학사,2014,연구개발,생산팀,No,No,69,51.3,18,80765139,서울(본사),79,96,72,13,22,28,44.2,NA,NA
322,조규범,공채,남,36,16.6,고려대학교,top5,98.22,학사,2010,경영지원,생산팀,No,No,100,33.9,17,70904133,베트남,73,90,94,7,30,42,45.5,NA,NA
1031,한규강,공채,남,36,16.9,아주대학교,기타,87.11,학사,2012,마케팅영업,사업팀,No,No,113,36.1,15,86016633,일본,67,72,73,12,31,1,40.7,56439,NA
3225,주규경,산학,남,43,25.8,한국과학기술원,top5,83.78,석사,2014,경영지원,생산팀,No,No,126,51.7,6,90843126,서울(본사),88,73,76,22,22,16,42.6,NA,NA
5167,김강수,공채,남,46,26.1,서강대학교,top8,88.89,학사,2014,제조생산,생산팀,No,No,207,28.8,24,65129481,서울(본사),96,98,81,11,26,32,43.1,NA,5
2982,한규태,산학,남,41,34,상명대학교,기타,83.33,학사,2014,연구개발,기술팀,No,Yes,104,46,13,148273404,일본,74,74,72,24,6,0,37.9,NA,NA
5051,윤규로,인턴,남,28,9.1,인하대학교,수도권,78.67,학사,2012,제조생산,사업팀,No,No,186,27.6,25,21686354,베트남,68,69,72,28,47,36,54.8,NA,16
2045,장기룡,공채,남,42,20.9,충남대학교,국립,81.56,학사,2011,제조생산,인력팀,No,No,213,64,20,72589341,서울(본사),96,66,80,81,77,22,63.2,NA,4
2259,강규민,산학,남,42,24.6,경북대학교,국립,74.89,전문대,2012,마케팅영업,기술팀,No,No,118,31.6,24,54258091,베트남,75,70,73,20,7,65,41.9,119016,NA
4536,한기영,공채,남,33,15.2,서울시립대학교,수도권,75.78,학사,2012,연구개발,마케팅팀,No,No,28,46.2,7,115330278,미국,88,87,70,91,72,31,64.8,NA,NA
5110,장규백,공채,남,43,25,한양대학교,top8,92.22,고졸,2011,마케팅영업,마케팅팀,No,No,56,34.9,22,82893126,중국,67,81,67,92,74,13,61.4,129046,NA
115,윤경규,공채,남,32,22.5,성균관대학교,top8,81.78,학사,2012,연구개발,생산팀,No,Yes,28,47.9,4,126939341,서울(본사),83,90,83,19,35,22,49,NA,NA
2518,최규만,산학,남,48,28.6,한양대학교,top8,76.89,학사,2013,연구개발,기술팀,No,No,65,40.5,12,132037050,일본,69,94,88,34,17,14,43.3,NA,NA
71,강낙균,공채,남,34,17.8,성균관대학교,top8,67.11,학사,2011,연구개발,생산팀,No,No,42,64.1,11,97119063,서울(본사),94,99,75,20,27,26,55.6,NA,NA
3748,최규백,공채,남,37,18.1,경희대학교(국제캠퍼스),기타,82,석사,2015,제조생산,품질보증팀,No,No,239,36.9,11,23145417,베트남,68,93,82,64,53,37,49.8,NA,22
1137,정강옥,인턴,여,25,9.5,단국대학교,기타,89.11,학사,2016,마케팅영업,기술팀,No,No,38,42.7,4,30286354,서울(본사),100,67,90,6,8,25,35.2,18191,NA
2674,한건모,공채,남,43,27,고려대학교,top5,71.33,박사,2013,연구개발,품질보증팀,No,No,28,40.4,15,151843126,일본,68,83,78,20,32,48,44.7,NA,NA
3785,장국만,인턴,남,39,19,서울과학기술대학교,기타,75.56,석사,2015,경영지원,사업팀,No,No,59,38.5,9,101002987,미국,82,87,71,18,60,17,48.6,NA,NA
4465,주공명,인턴,남,31,24.9,한양대학교,top8,74.67,고졸,2012,제조생산,인력팀,No,Yes,238,49.6,16,82866807,서울(본사),91,83,74,80,78,32,66.4,NA,3
3121,조규빈,공채,남,38,22.9,부산대학교,국립,74.44,석사,2014,경영지원,금융팀,No,No,52,17.8,10,98699202,일본,70,66,86,62,11,67,51.4,NA,NA
15,한가혜,공채,여,30,24.3,서강대학교,top8,76,석사,2011,마케팅영업,기술팀,No,Yes,54,57.6,8,128476441,서울(본사),68,82,82,25,13,68,53.3,55646,NA
5508,강강만,공채,남,28,10,서울대학교,top5,88.84,학사,2014,연구개발,마케팅팀,Yes,No,250,33.2,4,75286354,중국,84,83,94,89,19,6,45.4,NA,NA
2163,주경수,공채,남,43,23.3,연세대학교,top5,79.77,학사,2015,제조생산,마케팅팀,No,No,153,38.2,4,31718126,베트남,85,78,68,88,75,35,66.9,NA,16
4680,임국태,인턴,남,30,13.1,서울시립대학교,기타,90.47,석사,2014,연구개발,생산팀,No,No,39,51.7,16,81893924,서울(본사),85,70,65,19,29,18,49.5,NA,NA
280,주경모,해외,남,37,16.6,BLOOMFIELD COLLEGE,해외,86.44,학사,2010,연구개발,기술팀,Yes,No,202,43,22,104701667,서울(본사),92,87,65,1,14,34,34.8,NA,NA
1047,박경란,공채,여,39,19.9,이화여대,기타,71.56,학사,2016,마케팅영업,생산팀,No,No,20,53.3,12,50289341,서울(본사),88,87,80,15,26,67,50.4,95715,NA
1909,장강필,공채,남,41,24.1,영남대학교,기타,67.11,학사,2011,마케팅영업,생산팀,No,No,79,60.6,7,95035557,일본,88,94,96,25,11,12,38.1,79917,NA
1499,조내형,해외,남,41,24.3,OSAKA UNIVERSITY,해외,75.78,학사,2011,연구개발,사업팀,Yes,No,257,61.7,11,107085557,중국,80,87,73,30,16,26,42.5,NA,NA
1770,박가설,공채,여,43,27.3,한국외국어대학교,기타,81.56,학사,2011,경영지원,사업팀,No,No,25,44.6,10,115229481,미국,78,71,95,16,43,55,46.5,NA,NA
5087,조가선,공채,여,29,11.8,CARNEGIE MELLON UNIV.,해외,74.25,학사,2013,제조생산,마케팅팀,No,No,120,60,4,40251494,서울(본사),92,79,85,93,71,29,66.2,NA,4
976,장경도,해외,남,37,19.2,GUANGXI UNIVERSITY,해외,82.5,학사,2012,마케팅영업,생산팀,No,No,28,50.8,22,86195417,일본,89,70,87,11,31,69,51.8,127941,NA
4513,전남연,산학,남,44,26.1,인하대학교,기타,81.56,석사,2016,연구개발,품질보증팀,No,No,95,59.8,11,95146911,서울(본사),95,87,75,25,43,38,50.1,NA,NA
2078,박공민,산학,남,42,25,인하대학교,기타,85.11,전문대,2011,연구개발,마케팅팀,No,No,80,30.5,17,87314341,베트남,97,83,96,93,72,62,66.7,NA,NA
5106,한경선,인턴,여,29,12.4,한양대학교,top8,88.22,고졸,2013,제조생산,인력팀,No,No,156,42.4,12,15476494,베트남,71,87,87,79,81,58,67.1,NA,14
784,조규건,공채,남,34,13.1,한국기술교육대학교,기타,70.22,고졸,2012,제조생산,생산팀,No,No,402,83.1,0,58259063,대전(연구소),67,89,63,1,30,12,50.1,NA,23
1545,주경표,공채,남,45,25.9,광운대학교,기타,81.56,박사,2011,연구개발,기술팀,No,No,175,37.7,16,121113196,베트남,74,82,98,21,17,75,45.2,NA,NA
4285,장경복,공채,남,49,31.3,인하대학교,기타,83.78,석사,2016,제조생산,기술팀,No,No,457,51.1,9,62290835,대전(연구소),98,90,70,17,14,4,43,NA,18
1376,정가온,공채,여,32,18.6,연세대학교,top5,82.56,석사,2011,마케팅영업,마케팅팀,No,No,20,77.8,6,34937848,베트남,79,86,98,89,73,86,67.2,149987,NA
3981,강가숙,공채,여,37,19.8,성균관대학교,top8,76.44,석사,2015,경영지원,금융팀,No,No,41,68.6,10,45431772,베트남,99,72,67,13,73,84,54,NA,NA
5671,정국태,인턴,남,27,7.1,한양대학교,top8,82.67,학사,2016,제조생산,생산팀,No,No,224,25.1,13,5857570,베트남,80,97,86,27,6,38,44.5,NA,27
2077,한기담,산학,남,40,19.5,충북대학교,기타,86.44,학사,2011,마케팅영업,품질보증팀,No,No,62,51.4,18,99606772,미국,79,98,62,54,38,67,52.9,201177,NA
1405,장경욱,공채,남,31,13.9,영남대학교,기타,76.44,석사,2012,마케팅영업,기술팀,No,No,13,53.8,23,63022709,서울(본사),86,95,91,14,14,38,38.9,112599,NA
2170,최경윤,공채,여,37,17.9,한양대학교,top8,90.22,고졸,2012,마케팅영업,기술팀,No,No,1,48.1,10,64281772,서울(본사),78,96,73,9,20,69,47.5,128921,NA
2084,양국도,공채,남,45,26.2,서울대학교,top5,68.37,학사,2015,연구개발,신규서비스개발팀,Yes,No,241,44.3,11,96575696,서울(본사),79,75,94,54,24,82,48.8,NA,NA
1053,주경수,공채,남,47,26.8,연세대학교,top5,79.77,학사,2015,제조생산,마케팅팀,No,No,153,38.9,4,37433265,베트남,92,97,81,89,72,29,66.1,NA,11
5345,주경백,인턴,남,32,13.4,서강대학교,top8,76.74,학사,2010,제조생산,생산팀,No,No,392,33.2,23,76191494,일본,67,66,98,30,23,32,49.8,NA,11
5603,한국도,인턴,남,28,9.2,광운대학교,기타,82.22,학사,2015,연구개발,인력팀,No,No,105,48,10,50286354,베트남,74,82,88,72,70,24,58,NA,NA
282,임규련,공채,여,31,13,경북대학교,국립,79.33,고졸,2010,제조생산,마케팅팀,No,No,135,67.2,2,71471563,미국,97,98,69,71,74,23,62.8,NA,6
1435,조기룡,공채,남,42,19.3,TSINGHUA UNIVERSITY,해외,71.56,박사,2011,제조생산,기술팀,No,No,196,31.2,9,117044341,일본,79,74,100,29,5,9,41,NA,4
5237,정건도,공채,남,38,24.2,인하대학교,기타,79.33,석사,2011,제조생산,기술팀,Yes,No,584,23.5,16,63374202,서울(본사),76,96,65,1,24,31,35.4,NA,11
2272,주경택,공채,남,36,25.5,인천대학교,기타,75.56,학사,2016,마케팅영업,생산팀,No,Yes,54,25.4,18,86004481,서울(본사),85,80,74,11,32,9,41,60475,NA
1647,류강수,공채,남,42,24.7,전북대학교,기타,70.67,전문대,2011,경영지원,품질보증팀,No,No,130,25.7,14,121920591,미국,89,79,81,13,32,45,42.5,NA,NA
2331,시규범,공채,남,40,19.3,전자과학기술대,기타,87.11,전문대,2012,연구개발,금융팀,No,No,147,46.2,25,105631772,서울(본사),73,88,76,54,57,72,59,NA,NA
283,박국도,공채,남,36,14.8,아주대학교,기타,73.56,학사,2010,연구개발,기술팀,No,No,79,50.2,20,81329133,베트남,85,91,68,0,6,51,46.5,NA,NA
798,임경륜,해외,남,35,12.3,WASHINGTON STATE UNIVERSITY,해외,83.5,석사,2012,제조생산,기술팀,No,No,422,34.8,10,33487848,베트남,71,86,70,1,12,44,43.4,NA,28
2070,정강백,해외,남,45,26.4,서울대학교,수도권,81.56,석사,2011,제조생산,마케팅팀,No,No,161,49.4,23,79975696,서울(본사),89,99,100,94,76,23,67.1,NA,3
5546,강경표,공채,남,27,9.1,중앙대학교,기타,74,학사,2015,연구개발,금융팀,No,No,91,24.9,8,93857570,미국,84,72,88,46,35,71,50.4,NA,NA
829,임나일,공채,남,32,13.6,인천대학교,기타,84.44,박사,2012,마케팅영업,생산팀,No,No,31,62.5,24,94763994,서울(본사),88,82,95,7,33,69,52.4,103655,NA
5055,박군길,인턴,남,31,9.6,고려대학교(세종),기타,78.67,학사,2013,마케팅영업,기술팀,No,No,137,42.4,13,75822709,일본,99,79,83,15,1,1,36.4,62207,NA
332,하가주,공채,여,48,35.3,단국대학교,기타,81.11,학사,2013,연구개발,사업팀,Yes,No,151,50.7,13,96148404,중국,88,77,86,24,12,11,39.5,NA,NA
2435,윤규태,공채,남,39,20.3,아주대학교,기타,89.11,전문대,2013,마케팅영업,생산팀,No,No,81,65.4,11,71127987,서울(본사),68,97,96,5,24,21,39.4,178057,NA
2609,김경옥,공채,여,42,26.7,서울대학교,top5,73.72,학사,2013,마케팅영업,마케팅팀,No,No,20,51.8,13,42700696,베트남,97,66,93,92,72,85,67.2,75194,NA
4266,강길성,공채,남,33,12,연세대학교,top5,81.4,학사,2010,연구개발,신규서비스개발팀,No,No,110,47,13,101555278,서울(본사),84,87,87,60,18,75,49.5,NA,NA
2555,강공민,공채,남,41,21.5,한양대학교,top8,88.22,학사,2013,연구개발,기술팀,No,No,58,48.6,6,103985557,서울(본사),87,75,97,28,19,23,47.7,NA,NA
3473,강기문,공채,남,37,15.8,인하대학교,기타,83.56,학사,2015,제조생산,기술팀,No,No,237,43.9,12,23145417,베트남,76,71,86,32,8,51,47.5,NA,22
4315,장공민,공채,남,48,30.1,경북대학교,국립,89.33,석사,2015,마케팅영업,마케팅팀,No,No,76,69.1,2,48862050,베트남,96,97,67,93,71,38,65.3,142780,NA
1023,임가원,공채,여,26,8.3,이화여자대학교,기타,67.11,석사,2015,제조생산,사업팀,No,No,376,52.6,9,44715139,미국,91,66,62,15,38,9,53,NA,4
478,장고운,공채,여,31,14.3,중앙대학교,기타,72,박사,2011,연구개발,기술팀,Yes,No,195,26.1,15,85509063,대전(연구소),67,69,74,4,20,7,33.4,NA,NA
3982,조기남,공채,남,37,17.9,경희대학교(국제캠퍼스),기타,87.78,석사,2015,경영지원,기술팀,No,No,70,23.4,15,78145417,서울(본사),71,76,98,23,11,24,39.8,NA,NA
5447,장규건,인턴,남,34,17,UNIV. OF MANCHESTER,해외,77.78,학사,2011,연구개발,생산팀,No,No,28,63.5,10,75584063,베트남,83,76,78,11,35,39,51.4,NA,NA
1364,강강윤,공채,여,30,13,국민대학교,기타,86.44,고졸,2011,제조생산,마케팅팀,Yes,No,265,47.8,4,38080278,서울(본사),95,72,94,91,15,3,45.8,NA,10
4051,장경륜,공채,남,37,27.3,경북대학교,국립,83.11,전문대,2015,연구개발,기술팀,No,Yes,43,47.5,8,140433265,미국,81,84,90,19,16,22,39.9,NA,NA
1860,조가경,공채,여,40,26.2,한국산업기술대학교,기타,62.67,학사,2011,마케팅영업,마케팅팀,No,No,55,47.9,7,46743126,베트남,92,71,76,88,73,86,67.7,47635,NA
5163,하규건,인턴,남,37,20.2,UNIV. OF BRITISH COLUMBIA,해외,79.33,학사,2011,경영지원,인력팀,No,No,63,41.6,14,94255417,서울(본사),68,78,78,92,85,32,62.6,NA,NA
1581,강기백,공채,남,43,21.3,단국대학교(천안캠퍼스),기타,84.22,학사,2011,연구개발,사업팀,No,No,119,43.2,14,113468126,서울(본사),78,74,94,22,43,22,46.3,NA,NA
5168,윤규강,공채,남,29,8.7,인하대학교,기타,75.56,학사,2016,경영지원,생산팀,No,No,68,34.2,17,38715139,베트남,99,75,62,10,30,19,40.2,NA,NA
5549,정갑규,산학,남,47,27.3,전남대학교,국립,94.89,고졸,2016,제조생산,생산팀,No,No,472,31.2,16,59433265,대전(연구소),70,95,69,11,23,4,43.8,NA,28
4732,한건우,공채,남,34,16.4,경희대학교(국제캠퍼스),수도권,79.78,전문대,2014,마케팅영업,사업팀,No,No,139,34.4,15,57384063,서울(본사),75,68,95,39,20,26,48.1,101848,NA
3281,강규태,공채,남,41,20.4,인하대학교,기타,76.89,전문대,2014,마케팅영업,마케팅팀,No,No,62,34,12,67985557,서울(본사),83,74,62,92,77,12,62,24678,NA
2396,임경임,산학,여,41,27.6,이화여자대학교,기타,85.11,고졸,2012,마케팅영업,마케팅팀,No,No,174,56.2,9,69346911,서울(본사),77,79,91,88,73,1,58.6,42410,NA
2740,박규태,산학,남,47,29.4,한국과학기술원,top5,83.33,박사,2013,연구개발,기술팀,No,No,28,51.6,22,145608265,서울(본사),73,77,65,23,6,21,46,NA,NA
3946,임강윤,공채,여,39,32.8,건국대학교,기타,86.44,전문대,2015,연구개발,인력팀,No,Yes,34,50.1,11,90577189,베트남,100,82,70,84,74,36,63.4,NA,NA
812,박공민,공채,남,36,28.9,서강대학교,top8,85.11,학사,2016,경영지원,사업팀,No,Yes,24,23,23,106004481,서울(본사),86,93,67,58,41,24,49.2,NA,NA
750,장건도,공채,남,34,12.5,고려대학교,top5,76,학사,2014,마케팅영업,마케팅팀,No,No,301,78.3,2,59259063,대전(연구소),72,67,100,91,75,32,65.8,125778,NA
1550,정내형,공채,남,41,24.8,부경대학교,기타,77.33,학사,2011,제조생산,기술팀,No,No,288,41.5,22,70460557,중국,92,69,90,15,13,8,47.4,NA,19
1986,조대동,공채,남,41,20.6,인하대학교,기타,80,학사,2011,제조생산,사업팀,No,No,153,40.2,15,45035557,베트남,81,96,68,39,57,54,56.2,NA,18
5390,조건도,공채,남,34,24.7,한양대학교,top8,69.78,학사,2012,마케팅영업,사업팀,No,Yes,13,40,13,119309411,미국,96,71,62,34,42,22,46.3,18326,NA
1707,임국태,산학,남,42,24.6,경북대학교,국립,85.6,석사,2011,마케팅영업,생산팀,No,No,58,66.3,8,56920591,베트남,71,99,89,21,19,84,52.2,131247,NA
1759,조규건,공채,남,40,17.6,부경대학교,기타,84.67,석사,2015,연구개발,기술팀,No,No,101,39.9,12,92431772,서울(본사),73,75,94,19,10,27,39.8,NA,NA
5380,윤강필,공채,남,35,11,INDIANA UNIV. (BLOOMINGTON),해외,73.25,학사,2010,제조생산,기술팀,No,No,153,39.5,23,64697848,중국,75,100,64,21,8,29,43.6,NA,21
5691,박기륭,인턴,남,28,8.1,UNIVERSITY OF CALIFORNIA SAN DIEGO,해외,95.75,석사,2016,제조생산,품질보증팀,No,No,217,33.3,5,7286354,베트남,79,72,95,25,37,24,45.7,NA,13
4100,양건모,산학,남,36,25.5,한양대학교,top8,81.56,석사,2016,경영지원,생산팀,No,Yes,30,39.3,13,81004481,베트남,68,87,69,14,10,43,43.6,NA,NA
2999,임귀선,공채,여,37,20.9,아주대학교,기타,83.56,석사,2014,제조생산,마케팅팀,No,No,229,55,8,59556772,일본,92,94,65,92,73,43,66.8,NA,4
3364,정달윤,공채,남,50,29.8,연세대학교,top5,73.02,박사,2014,연구개발,기술팀,No,No,73,51.6,5,118844620,베트남,97,90,95,30,6,42,48.9,NA,NA
5032,강가실,공채,여,28,14,명지대학교(자연),기타,88,학사,2012,경영지원,생산팀,No,No,21,49.7,7,71172709,서울(본사),84,79,76,19,73,8,48.2,NA,NA
3200,윤규백,산학,남,39,21.3,경북대학교,국립,74.67,학사,2014,제조생산,생산팀,No,No,292,45.6,16,58127987,서울(본사),91,70,85,11,27,26,43.9,NA,11
1583,하국만,공채,남,35,15.7,성균관대학교(자연과학),기타,80.67,학사,2016,마케팅영업,마케팅팀,No,No,24,43.3,18,72287848,미국,76,77,84,88,73,10,60.5,117068,NA
850,주강필,공채,남,34,13.8,경희대학교,기타,89.56,박사,2012,제조생산,생산팀,No,No,216,49.9,19,86859063,서울(본사),72,89,78,12,41,23,49.3,NA,6
3711,전강백,공채,남,37,16.2,서울대학교,top5,73.26,석사,2015,마케팅영업,생산팀,Yes,No,183,39.6,21,55145417,서울(본사),77,89,84,17,26,28,37.9,151508,NA
5008,이경모,해외,남,34,14.9,국민대학교,기타,85.11,학사,2011,제조생산,생산팀,No,No,170,48.9,13,60709063,서울(본사),91,87,91,10,25,26,41.5,NA,1
4932,류가실,공채,여,28,10.6,서울시립대학교,기타,86.74,고졸,2015,제조생산,사업팀,No,No,168,55.6,7,29597709,서울(본사),74,90,75,21,47,12,52.8,NA,2
5318,한규건,공채,남,44,22.1,인하대학교,기타,82.89,전문대,2015,마케팅영업,품질보증팀,Yes,No,188,47.6,5,85146911,미국,69,87,80,32,16,4,37.7,130103,NA
5585,한건섭,공채,남,27,15.4,서울시립대학교,기타,88.22,학사,2015,마케팅영업,생산팀,No,Yes,59,41.9,12,76145417,서울(본사),96,87,70,42,31,14,43.2,114509,NA
390,정강모,산학,남,47,30,캔사스주립대학교,수도권,77.11,전문대,2016,연구개발,기술팀,No,No,101,34.2,15,114433265,일본,86,81,68,22,7,48,41.7,NA,NA
3466,최경택,산학,남,47,27.2,고려대학교,top5,77.11,학사,2015,제조생산,품질보증팀,No,No,206,40.2,25,62433265,서울(본사),98,85,70,95,31,26,50.1,NA,5
5563,장강윤,해외,여,47,31,0,해외,71.33,석사,2013,제조생산,사업팀,Yes,No,512,41.8,13,34519620,베트남,78,75,66,48,25,39,43.1,NA,35
1410,이강혜,공채,여,38,28.2,한국항공대학교,기타,83.78,전문대,2011,연구개발,금융팀,No,No,33,56.1,11,73035557,베트남,70,68,80,50,29,93,55.3,NA,NA
770,조규태,공채,남,37,30.7,경희대학교(국제캠퍼스),기타,66.67,학사,2012,연구개발,기술팀,No,Yes,28,49.7,9,148502015,일본,68,95,90,4,21,45,48.5,NA,NA
5111,최국만,공채,남,34,14.8,한국외국어대학교,기타,78.67,학사,2016,연구개발,기술팀,No,No,63,47.5,3,55859063,베트남,84,87,96,20,2,41,41,NA,NA
4726,윤경희,공채,여,28,11.5,세종대학교,수도권,84.19,학사,2014,경영지원,품질보증팀,No,No,64,71.7,10,61097709,대전(연구소),68,81,90,53,74,18,50.2,NA,NA
